Streaming output truncated to the last 5000 lines.
>54143, d1[0.366] d2[0.443] g[2.323]
>54144, d1[0.385] d2[0.343] g[1.895]
>54145, d1[0.411] d2[0.280] g[4.186]
>54146, d1[0.323] d2[0.373] g[3.435]
>54147, d1[0.442] d2[0.270] g[3.344]
>54148, d1[0.267] d2[0.413] g[4.259]
>54149, d1[0.268] d2[0.389] g[4.220]
>54150, d1[0.369] d2[0.335] g[2.179]
>54151, d1[0.316] d2[0.482] g[4.359]
>54152, d1[0.302] d2[0.343] g[4.542]
>54153, d1[0.351] d2[0.323] g[4.769]
>54154, d1[0.294] d2[0.429] g[3.972]
>54155, d1[0.247] d2[0.346] g[5.899]
>54156, d1[0.252] d2[0.267] g[5.012]
>54157, d1[0.214] d2[0.258] g[5.652]
>54158, d1[0.188] d2[0.435] g[4.756]
>54159, d1[0.403] d2[0.255] g[5.031]
>54160, d1[0.433] d2[0.290] g[3.765]
>54161, d1[0.477] d2[0.261] g[3.871]
>54162, d1[0.338] d2[0.369] g[4.333]
>54163, d1[0.304] d2[0.355] g[4.327]
>54164, d1[0.282] d2[0.362] g[4.519]
>54165, d1[0.214] d2[0.280] g[4.586]
>54166, d1[0.213] d2[0.247] g[5.073]
>54167, d1[0.368] d2[0.397] g[3.737]
>54168, d1[0.297] d2[0.418] g[2.935]
>54169, d1[0.180] d2[0.244] g[5.447]
>54170, d1[0.280] d2[0.307] g[4.511]
>54171, d1[0.310] d2[0.455] g[5.059]
>54172, d1[0.365] d2[0.330] g[4.161]
>54173, d1[0.344] d2[0.368] g[3.764]
>54174, d1[0.217] d2[0.323] g[4.696]
>54175, d1[0.400] d2[0.294] g[3.685]
>54176, d1[0.352] d2[0.277] g[4.432]
>54177, d1[0.244] d2[0.403] g[5.676]
>54178, d1[0.171] d2[0.272] g[5.095]
>54179, d1[0.307] d2[0.280] g[4.906]
>54180, d1[0.325] d2[0.348] g[4.861]
>54181, d1[0.322] d2[0.464] g[3.784]
>54182, d1[0.380] d2[0.447] g[3.864]
>54183, d1[0.325] d2[0.482] g[2.183]
>54184, d1[0.361] d2[0.325] g[4.176]
>54185, d1[0.545] d2[0.246] g[3.853]
>54186, d1[0.340] d2[0.349] g[3.956]
>54187, d1[0.368] d2[0.388] g[1.825]
>54188, d1[0.367] d2[0.320] g[3.953]
>54189, d1[0.333] d2[0.384] g[3.823]
>54190, d1[0.304] d2[0.400] g[4.596]
>54191, d1[0.329] d2[0.311] g[4.178]
>54192, d1[0.312] d2[0.281] g[4.903]
>54193, d1[0.280] d2[0.412] g[3.533]
>54194, d1[0.443] d2[0.278] g[3.161]
>54195, d1[0.225] d2[0.333] g[4.915]
>54196, d1[0.379] d2[0.306] g[3.780]
>54197, d1[0.278] d2[0.358] g[4.312]
>54198, d1[0.272] d2[0.298] g[4.903]
>54199, d1[0.461] d2[0.296] g[2.067]
>54200, d1[0.178] d2[0.276] g[5.069]
>54201, d1[0.405] d2[0.300] g[3.515]
>54202, d1[0.333] d2[0.296] g[3.736]
>54203, d1[0.179] d2[0.353] g[4.891]
>54204, d1[0.373] d2[0.275] g[4.344]
>54205, d1[0.205] d2[0.283] g[5.707]
>54206, d1[0.388] d2[0.302] g[3.928]
>54207, d1[0.443] d2[0.324] g[3.820]
>54208, d1[0.264] d2[0.388] g[4.518]
>54209, d1[0.318] d2[0.550] g[4.446]
>54210, d1[0.330] d2[0.262] g[4.861]
>54211, d1[0.409] d2[0.318] g[4.029]
>54212, d1[0.267] d2[0.498] g[3.747]
>54213, d1[0.274] d2[0.347] g[4.534]
>54214, d1[0.467] d2[0.259] g[2.699]
>54215, d1[0.388] d2[0.418] g[4.376]
>54216, d1[0.246] d2[0.329] g[4.225]
>54217, d1[0.244] d2[0.277] g[5.071]
>54218, d1[0.343] d2[0.321] g[4.060]
>54219, d1[0.202] d2[0.355] g[4.835]
>54220, d1[0.342] d2[0.254] g[6.536]
>54221, d1[0.300] d2[0.301] g[4.772]
>54222, d1[0.202] d2[0.397] g[6.022]
>54223, d1[0.430] d2[0.289] g[4.070]
>54224, d1[0.342] d2[0.305] g[4.626]
>54225, d1[0.258] d2[0.299] g[5.339]
>54226, d1[0.263] d2[0.372] g[3.334]
>54227, d1[0.163] d2[0.216] g[5.089]
>54228, d1[0.251] d2[0.455] g[4.689]
>54229, d1[0.277] d2[0.331] g[4.586]
>54230, d1[0.263] d2[0.221] g[4.947]
>54231, d1[0.305] d2[0.355] g[4.588]
>54232, d1[0.268] d2[0.378] g[4.246]
>54233, d1[0.277] d2[0.296] g[5.149]
>54234, d1[0.368] d2[0.327] g[4.438]
>54235, d1[0.488] d2[0.255] g[3.989]
>54236, d1[0.353] d2[0.441] g[3.570]
>54237, d1[0.195] d2[0.287] g[5.255]
>54238, d1[0.349] d2[0.296] g[4.390]
>54239, d1[0.279] d2[0.365] g[4.830]
>54240, d1[0.411] d2[0.299] g[6.620]
>54241, d1[0.278] d2[0.311] g[4.654]
>54242, d1[0.344] d2[0.499] g[3.729]
>54243, d1[0.270] d2[0.301] g[4.659]
>54244, d1[0.188] d2[0.233] g[6.768]
>54245, d1[0.290] d2[0.327] g[4.263]
>54246, d1[0.511] d2[0.540] g[2.948]
>54247, d1[0.449] d2[0.270] g[3.520]
>54248, d1[0.267] d2[0.318] g[4.415]
>54249, d1[0.333] d2[0.445] g[3.298]
>54250, d1[0.423] d2[0.320] g[4.348]
>54251, d1[0.333] d2[0.591] g[3.401]
>54252, d1[0.295] d2[0.414] g[4.178]
>54253, d1[0.376] d2[0.354] g[4.137]
>54254, d1[0.346] d2[0.346] g[4.144]
>54255, d1[0.350] d2[0.375] g[4.076]
>54256, d1[0.311] d2[0.292] g[4.798]
>54257, d1[0.224] d2[0.375] g[4.829]
>54258, d1[0.453] d2[0.338] g[1.648]
>54259, d1[0.358] d2[0.321] g[6.023]
>54260, d1[0.283] d2[0.318] g[5.331]
>54261, d1[0.409] d2[0.340] g[3.235]
>54262, d1[0.338] d2[0.352] g[4.192]
>54263, d1[0.433] d2[0.313] g[3.388]
>54264, d1[0.402] d2[0.341] g[1.571]
>54265, d1[0.248] d2[0.477] g[4.436]
>54266, d1[0.273] d2[0.308] g[5.618]
>54267, d1[0.309] d2[0.366] g[5.341]
>54268, d1[0.286] d2[0.314] g[4.644]
>54269, d1[0.343] d2[0.328] g[3.421]
>54270, d1[0.197] d2[0.269] g[4.990]
>54271, d1[0.430] d2[0.242] g[4.264]
>54272, d1[0.297] d2[0.449] g[4.810]
>54273, d1[0.254] d2[0.259] g[4.303]
>54274, d1[0.229] d2[0.372] g[4.511]
>54275, d1[0.424] d2[0.299] g[4.067]
>54276, d1[0.229] d2[0.268] g[4.901]
>54277, d1[0.417] d2[0.310] g[3.856]
>54278, d1[0.518] d2[0.245] g[3.611]
>54279, d1[0.383] d2[0.376] g[3.410]
>54280, d1[0.328] d2[0.438] g[4.705]
>54281, d1[0.433] d2[0.267] g[3.675]
>54282, d1[0.415] d2[0.270] g[3.063]
>54283, d1[0.239] d2[0.323] g[4.258]
>54284, d1[0.210] d2[0.496] g[4.739]
>54285, d1[0.283] d2[0.411] g[4.435]
>54286, d1[0.409] d2[0.257] g[4.241]
>54287, d1[0.388] d2[0.262] g[4.696]
>54288, d1[0.323] d2[0.268] g[4.433]
>54289, d1[0.298] d2[0.453] g[3.317]
>54290, d1[0.296] d2[0.390] g[3.537]
>54291, d1[0.391] d2[0.351] g[1.565]
>54292, d1[0.245] d2[0.339] g[4.273]
>54293, d1[0.426] d2[0.308] g[2.414]
>54294, d1[0.259] d2[0.388] g[4.629]
>54295, d1[0.430] d2[0.305] g[3.925]
>54296, d1[0.393] d2[0.332] g[4.359]
>54297, d1[0.285] d2[0.306] g[4.674]
>54298, d1[0.255] d2[0.306] g[5.138]
>54299, d1[0.351] d2[0.423] g[3.704]
>54300, d1[0.422] d2[0.293] g[2.810]
>54301, d1[0.242] d2[0.286] g[4.821]
>54302, d1[0.375] d2[0.542] g[3.464]
>54303, d1[0.384] d2[0.322] g[3.469]
>54304, d1[0.321] d2[0.351] g[3.553]
>54305, d1[0.273] d2[0.341] g[4.118]
>54306, d1[0.167] d2[0.345] g[4.658]
>54307, d1[0.382] d2[0.332] g[2.321]
>54308, d1[0.344] d2[0.282] g[4.650]
>54309, d1[0.180] d2[0.247] g[6.812]
>54310, d1[0.303] d2[0.374] g[4.639]
>54311, d1[0.262] d2[0.264] g[4.569]
>54312, d1[0.409] d2[0.333] g[2.720]
>54313, d1[0.206] d2[0.343] g[5.042]
>54314, d1[0.419] d2[0.244] g[5.042]
>54315, d1[0.465] d2[0.292] g[3.042]
>54316, d1[0.366] d2[0.291] g[4.705]
>54317, d1[0.352] d2[0.376] g[4.691]
>54318, d1[0.222] d2[0.302] g[3.981]
>54319, d1[0.341] d2[0.344] g[3.688]
>54320, d1[0.368] d2[0.341] g[3.906]
>54321, d1[0.248] d2[0.461] g[2.840]
>54322, d1[0.163] d2[0.233] g[5.143]
>54323, d1[0.378] d2[0.352] g[3.409]
>54324, d1[0.371] d2[0.360] g[2.476]
>54325, d1[0.372] d2[0.403] g[1.312]
>54326, d1[0.340] d2[0.356] g[3.847]
>54327, d1[0.347] d2[0.356] g[3.861]
>54328, d1[0.216] d2[0.350] g[4.590]
>54329, d1[0.367] d2[0.281] g[4.151]
>54330, d1[0.470] d2[0.260] g[2.593]
>54331, d1[0.347] d2[0.404] g[3.276]
>54332, d1[0.189] d2[0.303] g[4.577]
>54333, d1[0.407] d2[0.338] g[1.285]
>54334, d1[0.473] d2[0.274] g[3.300]
>54335, d1[0.312] d2[0.305] g[4.792]
>54336, d1[0.373] d2[0.375] g[1.694]
>54337, d1[0.234] d2[0.355] g[4.664]
>54338, d1[0.404] d2[0.295] g[2.865]
>54339, d1[0.275] d2[0.288] g[4.789]
>54340, d1[0.309] d2[0.526] g[3.699]
>54341, d1[0.191] d2[0.357] g[5.222]
>54342, d1[0.412] d2[0.282] g[4.414]
>54343, d1[0.446] d2[0.291] g[2.756]
>54344, d1[0.507] d2[0.256] g[2.889]
>54345, d1[0.327] d2[0.296] g[4.897]
>54346, d1[0.220] d2[0.305] g[3.957]
>54347, d1[0.304] d2[0.437] g[2.391]
>54348, d1[0.326] d2[0.342] g[3.313]
>54349, d1[0.196] d2[0.525] g[3.835]
>54350, d1[0.402] d2[0.301] g[3.757]
>54351, d1[0.374] d2[0.269] g[3.633]
>54352, d1[0.497] d2[0.272] g[2.593]
>54353, d1[0.281] d2[0.420] g[3.774]
>54354, d1[0.206] d2[0.310] g[4.905]
>54355, d1[0.234] d2[0.509] g[4.361]
>54356, d1[0.229] d2[0.259] g[5.655]
>54357, d1[0.423] d2[0.331] g[1.208]
>54358, d1[0.500] d2[0.241] g[4.273]
>54359, d1[0.167] d2[0.240] g[5.312]
>54360, d1[0.405] d2[0.271] g[4.129]
>54361, d1[0.315] d2[0.357] g[3.915]
>54362, d1[0.286] d2[0.398] g[3.852]
>54363, d1[0.232] d2[0.461] g[5.255]
>54364, d1[0.318] d2[0.273] g[4.817]
>54365, d1[0.164] d2[0.283] g[4.877]
>54366, d1[0.343] d2[0.381] g[4.357]
>54367, d1[0.307] d2[0.388] g[4.248]
>54368, d1[0.468] d2[0.279] g[2.876]
>54369, d1[0.415] d2[0.279] g[4.177]
>54370, d1[0.225] d2[0.331] g[5.180]
>54371, d1[0.411] d2[0.252] g[3.848]
>54372, d1[0.387] d2[0.368] g[1.897]
>54373, d1[0.196] d2[0.322] g[4.901]
>54374, d1[0.435] d2[0.303] g[1.611]
>54375, d1[0.324] d2[0.281] g[4.722]
>54376, d1[0.454] d2[0.285] g[2.385]
>54377, d1[0.401] d2[0.356] g[3.842]
>54378, d1[0.238] d2[0.468] g[4.158]
>54379, d1[0.294] d2[0.312] g[4.435]
>54380, d1[0.303] d2[0.541] g[3.813]
>54381, d1[0.200] d2[0.298] g[3.789]
>54382, d1[0.270] d2[0.347] g[4.302]
>54383, d1[0.367] d2[0.292] g[4.043]
>54384, d1[0.260] d2[0.336] g[4.601]
>54385, d1[0.356] d2[0.319] g[3.719]
>54386, d1[0.269] d2[0.443] g[4.898]
>54387, d1[0.397] d2[0.353] g[1.585]
>54388, d1[0.428] d2[0.257] g[3.808]
>54389, d1[0.336] d2[0.281] g[4.353]
>54390, d1[0.458] d2[0.296] g[2.200]
>54391, d1[0.328] d2[0.336] g[4.347]
>54392, d1[0.363] d2[0.351] g[2.638]
>54393, d1[0.256] d2[0.437] g[4.285]
>54394, d1[0.195] d2[0.330] g[4.953]
>54395, d1[0.345] d2[0.460] g[3.914]
>54396, d1[0.458] d2[0.257] g[3.324]
>54397, d1[0.243] d2[0.262] g[4.072]
>54398, d1[0.346] d2[0.373] g[3.784]
>54399, d1[0.343] d2[0.380] g[3.662]
>54400, d1[0.307] d2[0.312] g[5.104]
>54401, d1[0.157] d2[0.348] g[4.639]
>54402, d1[0.388] d2[0.310] g[4.346]
>54403, d1[0.254] d2[0.304] g[5.434]
>54404, d1[0.293] d2[0.418] g[3.755]
>54405, d1[0.392] d2[0.360] g[4.234]
>54406, d1[0.260] d2[0.366] g[4.638]
>54407, d1[0.414] d2[0.350] g[1.879]
>54408, d1[0.301] d2[0.478] g[4.029]
>54409, d1[0.240] d2[0.267] g[5.090]
>54410, d1[0.419] d2[0.329] g[1.582]
>54411, d1[0.316] d2[0.395] g[4.563]
>54412, d1[0.518] d2[0.284] g[2.142]
>54413, d1[0.422] d2[0.340] g[2.638]
>54414, d1[0.511] d2[0.256] g[3.720]
>54415, d1[0.384] d2[0.303] g[4.469]
>54416, d1[0.305] d2[0.327] g[4.602]
>54417, d1[0.303] d2[0.428] g[4.203]
>54418, d1[0.281] d2[0.273] g[4.215]
>54419, d1[0.183] d2[0.311] g[5.676]
>54420, d1[0.480] d2[0.257] g[3.391]
>54421, d1[0.306] d2[0.312] g[4.280]
>54422, d1[0.172] d2[0.248] g[4.456]
>54423, d1[0.224] d2[0.367] g[4.668]
>54424, d1[0.294] d2[0.309] g[3.967]
>54425, d1[0.486] d2[0.260] g[3.910]
>54426, d1[0.174] d2[0.266] g[4.263]
>54427, d1[0.240] d2[0.462] g[5.259]
>54428, d1[0.366] d2[0.366] g[2.746]
>54429, d1[0.458] d2[0.258] g[4.337]
>54430, d1[0.343] d2[0.340] g[4.062]
>54431, d1[0.328] d2[0.487] g[4.028]
>54432, d1[0.245] d2[0.326] g[4.958]
>54433, d1[0.284] d2[0.398] g[4.875]
>54434, d1[0.418] d2[0.365] g[2.476]
>54435, d1[0.345] d2[0.293] g[4.588]
>54436, d1[0.376] d2[0.304] g[4.161]
>54437, d1[0.272] d2[0.293] g[4.343]
>54438, d1[0.298] d2[0.359] g[4.146]
>54439, d1[0.271] d2[0.378] g[4.667]
>54440, d1[0.403] d2[0.261] g[5.004]
>54441, d1[0.330] d2[0.314] g[3.580]
>54442, d1[0.182] d2[0.305] g[5.506]
>54443, d1[0.463] d2[0.266] g[3.005]
>54444, d1[0.352] d2[0.399] g[1.884]
>54445, d1[0.347] d2[0.360] g[1.939]
>54446, d1[0.231] d2[0.440] g[2.921]
>54447, d1[0.212] d2[0.257] g[5.516]
>54448, d1[0.209] d2[0.262] g[4.563]
>54449, d1[0.247] d2[0.250] g[5.513]
>54450, d1[0.234] d2[0.347] g[6.001]
>54451, d1[0.269] d2[0.319] g[4.188]
>54452, d1[0.202] d2[0.244] g[4.792]
>54453, d1[0.374] d2[0.410] g[2.299]
>54454, d1[0.224] d2[0.229] g[5.475]
>54455, d1[0.264] d2[0.403] g[4.630]
>54456, d1[0.249] d2[0.400] g[4.133]
>54457, d1[0.389] d2[0.397] g[3.887]
>54458, d1[0.471] d2[0.304] g[2.614]
>54459, d1[0.498] d2[0.259] g[3.898]
>54460, d1[0.402] d2[0.299] g[4.273]
>54461, d1[0.356] d2[0.337] g[4.458]
>54462, d1[0.356] d2[0.268] g[4.835]
>54463, d1[0.481] d2[0.271] g[4.045]
>54464, d1[0.245] d2[0.418] g[4.614]
>54465, d1[0.434] d2[0.307] g[3.267]
>54466, d1[0.351] d2[0.392] g[4.247]
>54467, d1[0.219] d2[0.346] g[5.534]
>54468, d1[0.418] d2[0.244] g[4.453]
>54469, d1[0.339] d2[0.328] g[3.491]
>54470, d1[0.186] d2[0.318] g[5.048]
>54471, d1[0.355] d2[0.404] g[3.529]
>54472, d1[0.265] d2[0.435] g[6.324]
>54473, d1[0.201] d2[0.244] g[4.129]
>54474, d1[0.269] d2[0.390] g[4.425]
>54475, d1[0.426] d2[0.270] g[3.341]
>54476, d1[0.443] d2[0.260] g[3.738]
>54477, d1[0.293] d2[0.366] g[4.456]
>54478, d1[0.311] d2[0.330] g[4.472]
>54479, d1[0.231] d2[0.421] g[4.324]
>54480, d1[0.397] d2[0.262] g[4.076]
>54481, d1[0.176] d2[0.288] g[5.393]
>54482, d1[0.231] d2[0.343] g[3.928]
>54483, d1[0.313] d2[0.313] g[3.578]
>54484, d1[0.311] d2[0.325] g[4.274]
>54485, d1[0.384] d2[0.378] g[1.154]
>54486, d1[0.447] d2[0.287] g[2.575]
>54487, d1[0.196] d2[0.435] g[4.860]
>54488, d1[0.402] d2[0.298] g[3.845]
>54489, d1[0.404] d2[0.282] g[4.319]
>54490, d1[0.425] d2[0.294] g[3.567]
>54491, d1[0.270] d2[0.403] g[4.430]
>54492, d1[0.390] d2[0.373] g[1.556]
>54493, d1[0.258] d2[0.256] g[3.887]
>54494, d1[0.286] d2[0.544] g[4.206]
>54495, d1[0.417] d2[0.295] g[2.924]
>54496, d1[0.272] d2[0.346] g[4.440]
>54497, d1[0.213] d2[0.296] g[5.624]
>54498, d1[0.382] d2[0.297] g[4.705]
>54499, d1[0.188] d2[0.323] g[5.274]
>54500, d1[0.392] d2[0.267] g[3.913]
>54501, d1[0.397] d2[0.355] g[1.310]
>54502, d1[0.313] d2[0.356] g[4.048]
>54503, d1[0.310] d2[0.284] g[4.528]
>54504, d1[0.320] d2[0.437] g[3.882]
>54505, d1[0.417] d2[0.344] g[3.087]
>54506, d1[0.160] d2[0.254] g[5.048]
>54507, d1[0.258] d2[0.496] g[4.634]
>54508, d1[0.414] d2[0.464] g[4.019]
>54509, d1[0.344] d2[0.351] g[3.816]
>54510, d1[0.420] d2[0.316] g[3.790]
>54511, d1[0.301] d2[0.382] g[4.602]
>54512, d1[0.381] d2[0.282] g[4.398]
>54513, d1[0.301] d2[0.368] g[3.889]
>54514, d1[0.255] d2[0.330] g[3.782]
>54515, d1[0.299] d2[0.323] g[4.483]
>54516, d1[0.198] d2[0.280] g[4.084]
>54517, d1[0.246] d2[0.276] g[4.374]
>54518, d1[0.227] d2[0.358] g[4.441]
>54519, d1[0.434] d2[0.315] g[1.502]
>54520, d1[0.297] d2[0.298] g[3.932]
>54521, d1[0.466] d2[0.365] g[2.554]
>54522, d1[0.414] d2[0.323] g[1.147]
>54523, d1[0.291] d2[0.328] g[5.052]
>54524, d1[0.457] d2[0.316] g[3.597]
>54525, d1[0.376] d2[0.315] g[4.071]
>54526, d1[0.251] d2[0.350] g[4.339]
>54527, d1[0.265] d2[0.354] g[4.419]
>54528, d1[0.460] d2[0.266] g[2.740]
>54529, d1[0.375] d2[0.318] g[4.184]
>54530, d1[0.298] d2[0.479] g[4.712]
>54531, d1[0.270] d2[0.336] g[4.005]
>54532, d1[0.256] d2[0.319] g[5.427]
>54533, d1[0.236] d2[0.477] g[4.244]
>54534, d1[0.422] d2[0.231] g[5.008]
>54535, d1[0.288] d2[0.366] g[4.533]
>54536, d1[0.289] d2[0.253] g[4.001]
>54537, d1[0.379] d2[0.352] g[4.299]
>54538, d1[0.483] d2[0.245] g[3.605]
>54539, d1[0.211] d2[0.333] g[4.936]
>54540, d1[0.241] d2[0.268] g[5.103]
>54541, d1[0.442] d2[0.308] g[2.826]
>54542, d1[0.374] d2[0.382] g[2.232]
>54543, d1[0.251] d2[0.429] g[3.633]
>54544, d1[0.406] d2[0.276] g[4.109]
>54545, d1[0.357] d2[0.321] g[3.642]
>54546, d1[0.426] d2[0.349] g[1.670]
>54547, d1[0.293] d2[0.302] g[4.600]
>54548, d1[0.307] d2[0.369] g[3.692]
>54549, d1[0.198] d2[0.337] g[4.217]
>54550, d1[0.381] d2[0.371] g[2.479]
>54551, d1[0.424] d2[0.315] g[4.007]
>54552, d1[0.240] d2[0.238] g[4.587]
>54553, d1[0.358] d2[0.468] g[3.315]
>54554, d1[0.402] d2[0.333] g[2.003]
>54555, d1[0.414] d2[0.328] g[2.139]
>54556, d1[0.302] d2[0.420] g[2.819]
>54557, d1[0.267] d2[0.317] g[5.514]
>54558, d1[0.296] d2[0.373] g[3.684]
>54559, d1[0.399] d2[0.258] g[3.550]
>54560, d1[0.183] d2[0.310] g[5.475]
>54561, d1[0.274] d2[0.474] g[3.659]
>54562, d1[0.415] d2[0.281] g[3.659]
>54563, d1[0.330] d2[0.317] g[4.807]
>54564, d1[0.217] d2[0.303] g[4.817]
>54565, d1[0.227] d2[0.301] g[4.049]
>54566, d1[0.321] d2[0.298] g[4.793]
>54567, d1[0.203] d2[0.427] g[4.302]
>54568, d1[0.453] d2[0.257] g[3.517]
>54569, d1[0.310] d2[0.302] g[5.125]
>54570, d1[0.458] d2[0.307] g[4.090]
>54571, d1[0.350] d2[0.373] g[4.794]
>54572, d1[0.248] d2[0.311] g[4.809]
>54573, d1[0.340] d2[0.325] g[4.455]
>54574, d1[0.194] d2[0.272] g[6.141]
>54575, d1[0.244] d2[0.442] g[4.651]
>54576, d1[0.387] d2[0.256] g[4.460]
>54577, d1[0.252] d2[0.375] g[4.380]
>54578, d1[0.263] d2[0.420] g[4.688]
>54579, d1[0.268] d2[0.230] g[5.626]
>54580, d1[0.246] d2[0.232] g[4.985]
>54581, d1[0.310] d2[0.453] g[4.358]
>54582, d1[0.232] d2[0.340] g[4.605]
>54583, d1[0.200] d2[0.231] g[5.481]
>54584, d1[0.390] d2[0.250] g[4.709]
>54585, d1[0.239] d2[0.421] g[5.666]
>54586, d1[0.324] d2[0.282] g[6.227]
>54587, d1[0.244] d2[0.381] g[4.642]
>54588, d1[0.426] d2[0.349] g[1.606]
>54589, d1[0.431] d2[0.579] g[2.730]
>54590, d1[0.456] d2[0.287] g[4.154]
>54591, d1[0.465] d2[0.246] g[3.719]
>54592, d1[0.412] d2[0.302] g[4.157]
>54593, d1[0.336] d2[0.359] g[4.533]
>54594, d1[0.273] d2[0.447] g[4.003]
>54595, d1[0.419] d2[0.283] g[4.007]
>54596, d1[0.304] d2[0.331] g[4.569]
>54597, d1[0.367] d2[0.354] g[2.552]
>54598, d1[0.199] d2[0.250] g[5.340]
>54599, d1[0.264] d2[0.318] g[4.507]
>54600, d1[0.202] d2[0.394] g[4.386]
>54601, d1[0.399] d2[0.284] g[3.934]
>54602, d1[0.314] d2[0.304] g[6.984]
>54603, d1[0.324] d2[0.309] g[4.101]
>54604, d1[0.442] d2[0.328] g[2.706]
>54605, d1[0.261] d2[0.363] g[4.955]
>54606, d1[0.186] d2[0.504] g[4.832]
>54607, d1[0.453] d2[0.267] g[4.515]
>54608, d1[0.486] d2[0.240] g[4.079]
>54609, d1[0.285] d2[0.263] g[5.204]
>54610, d1[0.269] d2[0.630] g[2.354]
>54611, d1[0.262] d2[0.439] g[4.712]
>54612, d1[0.322] d2[0.351] g[3.563]
>54613, d1[0.387] d2[0.315] g[3.099]
>54614, d1[0.410] d2[0.304] g[3.780]
>54615, d1[0.332] d2[0.307] g[5.124]
>54616, d1[0.249] d2[0.418] g[4.362]
>54617, d1[0.459] d2[0.295] g[2.025]
>54618, d1[0.364] d2[0.328] g[2.882]
>54619, d1[0.401] d2[0.296] g[3.672]
>54620, d1[0.391] d2[0.346] g[1.488]
>54621, d1[0.261] d2[0.334] g[4.467]
>54622, d1[0.419] d2[0.310] g[2.126]
>54623, d1[0.397] d2[0.283] g[3.612]
>54624, d1[0.193] d2[0.348] g[4.985]
>54625, d1[0.376] d2[0.326] g[2.946]
>54626, d1[0.258] d2[0.322] g[4.196]
>54627, d1[0.454] d2[0.268] g[3.290]
>54628, d1[0.435] d2[0.299] g[2.050]
>54629, d1[0.316] d2[0.343] g[3.856]
>54630, d1[0.369] d2[0.366] g[1.556]
>54631, d1[0.366] d2[0.354] g[3.924]
>54632, d1[0.311] d2[0.416] g[2.694]
>54633, d1[0.269] d2[0.437] g[4.427]
>54634, d1[0.202] d2[0.314] g[4.448]
>54635, d1[0.302] d2[0.350] g[3.665]
>54636, d1[0.210] d2[0.292] g[4.437]
>54637, d1[0.334] d2[0.316] g[4.278]
>54638, d1[0.206] d2[0.415] g[4.701]
>54639, d1[0.377] d2[0.269] g[4.366]
>54640, d1[0.337] d2[0.297] g[4.605]
>54641, d1[0.444] d2[0.331] g[1.634]
>54642, d1[0.192] d2[0.232] g[6.482]
>54643, d1[0.381] d2[0.365] g[1.145]
>54644, d1[0.377] d2[0.327] g[3.475]
>54645, d1[0.324] d2[0.310] g[3.921]
>54646, d1[0.387] d2[0.341] g[2.096]
>54647, d1[0.226] d2[0.457] g[4.263]
>54648, d1[0.186] d2[0.300] g[4.680]
>54649, d1[0.369] d2[0.325] g[4.309]
>54650, d1[0.560] d2[0.239] g[3.470]
>54651, d1[0.363] d2[0.374] g[2.899]
>54652, d1[0.225] d2[0.321] g[5.380]
>54653, d1[0.314] d2[0.298] g[4.540]
>54654, d1[0.194] d2[0.337] g[4.885]
>54655, d1[0.275] d2[0.343] g[6.138]
>54656, d1[0.474] d2[0.271] g[2.315]
>54657, d1[0.362] d2[0.335] g[4.482]
>54658, d1[0.421] d2[0.303] g[2.856]
>54659, d1[0.365] d2[0.353] g[1.845]
>54660, d1[0.389] d2[0.438] g[3.548]
>54661, d1[0.341] d2[0.388] g[3.656]
>54662, d1[0.324] d2[0.325] g[4.403]
>54663, d1[0.251] d2[0.364] g[4.328]
>54664, d1[0.273] d2[0.326] g[4.559]
>54665, d1[0.336] d2[0.309] g[3.342]
>54666, d1[0.426] d2[0.313] g[3.802]
>54667, d1[0.161] d2[0.330] g[4.692]
>54668, d1[0.318] d2[0.362] g[3.119]
>54669, d1[0.306] d2[0.278] g[4.818]
>54670, d1[0.420] d2[0.264] g[3.104]
>54671, d1[0.266] d2[0.409] g[4.155]
>54672, d1[0.169] d2[0.722] g[3.545]
>54673, d1[0.236] d2[0.344] g[4.740]
>54674, d1[0.205] d2[0.227] g[5.396]
>54675, d1[0.372] d2[0.438] g[4.595]
>54676, d1[0.288] d2[0.295] g[5.456]
>54677, d1[0.460] d2[0.239] g[4.439]
>54678, d1[0.277] d2[0.327] g[4.093]
>54679, d1[0.465] d2[0.282] g[3.623]
>54680, d1[0.312] d2[0.313] g[3.727]
>54681, d1[0.252] d2[0.663] g[2.376]
>54682, d1[0.227] d2[0.323] g[4.586]
>54683, d1[0.286] d2[0.348] g[4.560]
>54684, d1[0.345] d2[0.315] g[4.335]
>54685, d1[0.318] d2[0.311] g[5.758]
>54686, d1[0.238] d2[0.310] g[4.421]
>54687, d1[0.321] d2[0.344] g[4.146]
>54688, d1[0.372] d2[0.357] g[4.643]
>54689, d1[0.276] d2[0.314] g[4.794]
>54690, d1[0.369] d2[0.326] g[4.155]
>54691, d1[0.191] d2[0.360] g[5.704]
>54692, d1[0.193] d2[0.251] g[4.739]
>54693, d1[0.509] d2[0.239] g[3.740]
>54694, d1[0.362] d2[0.268] g[4.524]
>54695, d1[0.408] d2[0.270] g[4.348]
>54696, d1[0.321] d2[0.418] g[3.003]
>54697, d1[0.371] d2[0.386] g[1.156]
>54698, d1[0.236] d2[0.425] g[4.789]
>54699, d1[0.260] d2[0.272] g[5.016]
>54700, d1[0.290] d2[0.309] g[4.390]
>54701, d1[0.395] d2[0.395] g[4.432]
