Streaming output truncated to the last 5000 lines.
>50359, d1[0.141] d2[0.210] g[5.087]
>50360, d1[0.468] d2[0.241] g[3.873]
>50361, d1[0.368] d2[0.456] g[4.404]
>50362, d1[0.355] d2[0.295] g[4.378]
>50363, d1[0.128] d2[0.315] g[5.425]
>50364, d1[0.175] d2[0.257] g[5.505]
>50365, d1[0.357] d2[0.405] g[4.771]
>50366, d1[0.555] d2[0.218] g[3.306]
>50367, d1[0.293] d2[0.307] g[4.900]
>50368, d1[0.391] d2[0.441] g[4.546]
>50369, d1[0.341] d2[0.365] g[1.725]
>50370, d1[0.423] d2[0.277] g[4.528]
>50371, d1[0.302] d2[0.482] g[4.424]
>50372, d1[0.185] d2[0.320] g[5.534]
>50373, d1[0.335] d2[0.376] g[2.078]
>50374, d1[0.448] d2[0.292] g[3.980]
>50375, d1[0.225] d2[0.346] g[5.677]
>50376, d1[0.332] d2[0.295] g[5.077]
>50377, d1[0.354] d2[0.308] g[4.008]
>50378, d1[0.385] d2[0.359] g[4.440]
>50379, d1[0.200] d2[0.286] g[4.081]
>50380, d1[0.124] d2[0.294] g[5.622]
>50381, d1[0.211] d2[0.517] g[4.817]
>50382, d1[0.335] d2[0.294] g[4.132]
>50383, d1[0.423] d2[0.277] g[4.795]
>50384, d1[0.402] d2[0.332] g[3.825]
>50385, d1[0.398] d2[0.389] g[3.032]
>50386, d1[0.320] d2[0.552] g[4.926]
>50387, d1[0.348] d2[0.298] g[5.311]
>50388, d1[0.388] d2[0.272] g[4.346]
>50389, d1[0.317] d2[0.401] g[4.170]
>50390, d1[0.310] d2[0.380] g[3.921]
>50391, d1[0.289] d2[0.340] g[4.217]
>50392, d1[0.322] d2[0.282] g[4.784]
>50393, d1[0.305] d2[0.301] g[4.666]
>50394, d1[0.178] d2[0.435] g[4.430]
>50395, d1[0.341] d2[0.385] g[6.765]
>50396, d1[0.446] d2[0.250] g[4.624]
>50397, d1[0.335] d2[0.232] g[5.497]
>50398, d1[0.363] d2[0.350] g[4.018]
>50399, d1[0.234] d2[0.336] g[4.592]
>50400, d1[0.269] d2[0.421] g[4.414]
>50401, d1[0.167] d2[0.275] g[5.368]
>50402, d1[0.385] d2[0.365] g[3.846]
>50403, d1[0.327] d2[0.271] g[3.584]
>50404, d1[0.272] d2[0.376] g[4.631]
>50405, d1[0.382] d2[0.326] g[4.174]
>50406, d1[0.427] d2[0.279] g[5.246]
>50407, d1[0.366] d2[0.329] g[3.580]
>50408, d1[0.367] d2[0.365] g[1.685]
>50409, d1[0.328] d2[0.662] g[2.948]
>50410, d1[0.280] d2[0.424] g[2.795]
>50411, d1[0.409] d2[0.372] g[2.840]
>50412, d1[0.268] d2[0.299] g[5.333]
>50413, d1[0.339] d2[0.353] g[4.308]
>50414, d1[0.420] d2[0.326] g[2.975]
>50415, d1[0.246] d2[0.414] g[4.481]
>50416, d1[0.291] d2[0.331] g[4.216]
>50417, d1[0.296] d2[0.331] g[4.870]
>50418, d1[0.528] d2[0.252] g[2.976]
>50419, d1[0.179] d2[0.283] g[5.870]
>50420, d1[0.384] d2[0.345] g[1.727]
>50421, d1[0.377] d2[0.303] g[4.835]
>50422, d1[0.249] d2[0.270] g[4.062]
>50423, d1[0.245] d2[0.363] g[4.702]
>50424, d1[0.238] d2[0.383] g[4.807]
>50425, d1[0.352] d2[0.332] g[4.527]
>50426, d1[0.179] d2[0.592] g[4.595]
>50427, d1[0.518] d2[0.265] g[4.230]
>50428, d1[0.487] d2[0.242] g[4.348]
>50429, d1[0.270] d2[0.302] g[5.623]
>50430, d1[0.437] d2[0.277] g[3.820]
>50431, d1[0.463] d2[0.251] g[4.595]
>50432, d1[0.479] d2[0.263] g[3.180]
>50433, d1[0.266] d2[0.434] g[4.112]
>50434, d1[0.206] d2[0.360] g[4.566]
>50435, d1[0.227] d2[0.279] g[5.792]
>50436, d1[0.437] d2[0.321] g[3.347]
>50437, d1[0.438] d2[0.301] g[3.935]
>50438, d1[0.357] d2[0.490] g[4.640]
>50439, d1[0.426] d2[0.299] g[2.494]
>50440, d1[0.429] d2[0.273] g[4.563]
>50441, d1[0.218] d2[0.386] g[5.153]
>50442, d1[0.283] d2[0.284] g[4.988]
>50443, d1[0.186] d2[0.516] g[5.958]
>50444, d1[0.350] d2[0.385] g[3.143]
>50445, d1[0.461] d2[0.259] g[3.451]
>50446, d1[0.385] d2[0.284] g[3.933]
>50447, d1[0.208] d2[0.400] g[4.334]
>50448, d1[0.362] d2[0.272] g[4.304]
>50449, d1[0.366] d2[0.359] g[2.336]
>50450, d1[0.206] d2[0.408] g[4.709]
>50451, d1[0.242] d2[0.290] g[4.942]
>50452, d1[0.532] d2[0.248] g[3.356]
>50453, d1[0.353] d2[0.339] g[4.530]
>50454, d1[0.310] d2[0.390] g[4.085]
>50455, d1[0.397] d2[0.331] g[2.676]
>50456, d1[0.275] d2[0.338] g[5.029]
>50457, d1[0.386] d2[0.344] g[2.432]
>50458, d1[0.423] d2[0.303] g[2.753]
>50459, d1[0.382] d2[0.360] g[3.602]
>50460, d1[0.289] d2[0.353] g[4.099]
>50461, d1[0.208] d2[0.410] g[5.226]
>50462, d1[0.368] d2[0.259] g[3.849]
>50463, d1[0.168] d2[0.402] g[5.012]
>50464, d1[0.377] d2[0.347] g[1.172]
>50465, d1[0.350] d2[0.385] g[2.130]
>50466, d1[0.290] d2[0.282] g[5.908]
>50467, d1[0.293] d2[0.398] g[3.428]
>50468, d1[0.355] d2[0.243] g[4.433]
>50469, d1[0.196] d2[0.332] g[5.099]
>50470, d1[0.270] d2[0.267] g[5.897]
>50471, d1[0.180] d2[0.510] g[5.794]
>50472, d1[0.419] d2[0.301] g[4.827]
>50473, d1[0.499] d2[0.239] g[3.775]
>50474, d1[0.322] d2[0.246] g[5.295]
>50475, d1[0.534] d2[0.244] g[3.964]
>50476, d1[0.366] d2[0.380] g[3.848]
>50477, d1[0.356] d2[0.404] g[1.933]
>50478, d1[0.272] d2[0.321] g[4.334]
>50479, d1[0.201] d2[0.493] g[5.252]
>50480, d1[0.284] d2[0.353] g[4.904]
>50481, d1[0.270] d2[0.417] g[5.092]
>50482, d1[0.407] d2[0.306] g[3.630]
>50483, d1[0.431] d2[0.270] g[4.159]
>50484, d1[0.503] d2[0.255] g[3.876]
>50485, d1[0.495] d2[0.261] g[3.061]
>50486, d1[0.297] d2[0.340] g[4.087]
>50487, d1[0.298] d2[0.275] g[3.995]
>50488, d1[0.235] d2[0.374] g[5.803]
>50489, d1[0.368] d2[0.367] g[4.119]
>50490, d1[0.357] d2[0.377] g[3.425]
>50491, d1[0.447] d2[0.267] g[3.253]
>50492, d1[0.296] d2[0.367] g[4.089]
>50493, d1[0.463] d2[0.282] g[2.929]
>50494, d1[0.359] d2[0.293] g[4.884]
>50495, d1[0.183] d2[0.336] g[5.076]
>50496, d1[0.391] d2[0.284] g[3.977]
>50497, d1[0.206] d2[0.463] g[4.755]
>50498, d1[0.452] d2[0.249] g[3.587]
>50499, d1[0.311] d2[0.326] g[4.794]
>50500, d1[0.261] d2[0.464] g[3.067]
>50501, d1[0.285] d2[0.363] g[3.495]
>50502, d1[0.280] d2[0.435] g[4.427]
>50503, d1[0.326] d2[0.336] g[4.107]
>50504, d1[0.212] d2[0.228] g[5.053]
>50505, d1[0.308] d2[0.464] g[1.417]
>50506, d1[0.383] d2[0.383] g[2.345]
>50507, d1[0.422] d2[0.313] g[2.181]
>50508, d1[0.246] d2[0.428] g[4.902]
>50509, d1[0.254] d2[0.306] g[5.295]
>50510, d1[0.384] d2[0.279] g[4.510]
>50511, d1[0.428] d2[0.320] g[2.903]
>50512, d1[0.285] d2[0.380] g[4.396]
>50513, d1[0.143] d2[0.283] g[7.594]
>50514, d1[0.338] d2[0.274] g[4.748]
>50515, d1[0.226] d2[0.363] g[4.975]
>50516, d1[0.231] d2[0.257] g[4.609]
>50517, d1[0.281] d2[0.534] g[2.810]
>50518, d1[0.303] d2[0.448] g[4.586]
>50519, d1[0.452] d2[0.275] g[2.916]
>50520, d1[0.271] d2[0.405] g[4.674]
>50521, d1[0.238] d2[0.308] g[4.812]
>50522, d1[0.358] d2[0.376] g[1.750]
>50523, d1[0.429] d2[0.486] g[4.681]
>50524, d1[0.315] d2[0.386] g[4.977]
>50525, d1[0.382] d2[0.371] g[3.091]
>50526, d1[0.488] d2[0.253] g[4.318]
>50527, d1[0.470] d2[0.279] g[5.142]
>50528, d1[0.414] d2[0.299] g[3.776]
>50529, d1[0.367] d2[0.346] g[3.714]
>50530, d1[0.260] d2[0.301] g[5.902]
>50531, d1[0.290] d2[0.365] g[3.691]
>50532, d1[0.245] d2[0.375] g[4.055]
>50533, d1[0.337] d2[0.328] g[3.670]
>50534, d1[0.287] d2[0.389] g[4.336]
>50535, d1[0.372] d2[0.373] g[2.196]
>50536, d1[0.272] d2[0.331] g[4.925]
>50537, d1[0.227] d2[0.476] g[4.337]
>50538, d1[0.263] d2[0.303] g[3.918]
>50539, d1[0.383] d2[0.345] g[1.441]
>50540, d1[0.328] d2[0.382] g[3.353]
>50541, d1[0.325] d2[0.341] g[5.137]
>50542, d1[0.278] d2[0.386] g[4.682]
>50543, d1[0.198] d2[0.315] g[4.541]
>50544, d1[0.496] d2[0.267] g[3.173]
>50545, d1[0.261] d2[0.283] g[5.060]
>50546, d1[0.221] d2[0.310] g[5.091]
>50547, d1[0.417] d2[0.261] g[4.271]
>50548, d1[0.287] d2[0.458] g[3.901]
>50549, d1[0.180] d2[0.513] g[5.480]
>50550, d1[0.553] d2[0.226] g[3.530]
>50551, d1[0.403] d2[0.334] g[1.449]
>50552, d1[0.456] d2[0.294] g[2.425]
>50553, d1[0.447] d2[0.331] g[5.657]
>50554, d1[0.393] d2[0.270] g[4.582]
>50555, d1[0.464] d2[0.257] g[3.933]
>50556, d1[0.358] d2[0.321] g[4.717]
>50557, d1[0.274] d2[0.337] g[4.523]
>50558, d1[0.252] d2[0.369] g[4.534]
>50559, d1[0.256] d2[0.354] g[4.424]
>50560, d1[0.238] d2[0.481] g[4.788]
>50561, d1[0.284] d2[0.251] g[6.440]
>50562, d1[0.467] d2[0.270] g[3.085]
>50563, d1[0.495] d2[0.240] g[4.071]
>50564, d1[0.293] d2[0.345] g[4.490]
>50565, d1[0.127] d2[0.240] g[5.233]
>50566, d1[0.179] d2[0.273] g[4.687]
>50567, d1[0.427] d2[0.284] g[3.148]
>50568, d1[0.451] d2[0.299] g[2.834]
>50569, d1[0.255] d2[0.506] g[3.957]
>50570, d1[0.432] d2[0.301] g[3.463]
>50571, d1[0.230] d2[0.492] g[5.012]
>50572, d1[0.455] d2[0.293] g[3.571]
>50573, d1[0.354] d2[0.417] g[2.732]
>50574, d1[0.366] d2[0.370] g[1.706]
>50575, d1[0.234] d2[0.402] g[4.147]
>50576, d1[0.475] d2[0.271] g[4.033]
>50577, d1[0.392] d2[0.307] g[4.401]
>50578, d1[0.340] d2[0.346] g[4.074]
>50579, d1[0.301] d2[0.343] g[4.293]
>50580, d1[0.366] d2[0.361] g[2.958]
>50581, d1[0.290] d2[0.428] g[4.483]
>50582, d1[0.177] d2[0.284] g[5.647]
>50583, d1[0.301] d2[0.334] g[4.482]
>50584, d1[0.508] d2[0.244] g[4.353]
>50585, d1[0.144] d2[0.240] g[7.339]
>50586, d1[0.515] d2[0.259] g[2.824]
>50587, d1[0.301] d2[0.357] g[4.466]
>50588, d1[0.404] d2[0.454] g[3.539]
>50589, d1[0.344] d2[0.423] g[4.199]
>50590, d1[0.181] d2[0.364] g[4.977]
>50591, d1[0.285] d2[0.298] g[4.888]
>50592, d1[0.384] d2[0.262] g[4.248]
>50593, d1[0.314] d2[0.412] g[2.536]
>50594, d1[0.223] d2[0.434] g[4.765]
>50595, d1[0.241] d2[0.274] g[4.575]
>50596, d1[0.351] d2[0.342] g[4.218]
>50597, d1[0.260] d2[0.349] g[4.910]
>50598, d1[0.394] d2[0.278] g[4.098]
>50599, d1[0.151] d2[0.210] g[5.507]
>50600, d1[0.338] d2[0.458] g[2.981]
>50601, d1[0.540] d2[0.251] g[4.074]
>50602, d1[0.262] d2[0.522] g[4.611]
>50603, d1[0.391] d2[0.260] g[4.193]
>50604, d1[0.427] d2[0.297] g[3.151]
>50605, d1[0.218] d2[0.249] g[6.623]
>50606, d1[0.294] d2[0.364] g[4.608]
>50607, d1[0.207] d2[0.339] g[4.950]
>50608, d1[0.277] d2[0.380] g[3.506]
>50609, d1[0.331] d2[0.331] g[4.577]
>50610, d1[0.370] d2[0.347] g[4.497]
>50611, d1[0.231] d2[0.468] g[4.550]
>50612, d1[0.306] d2[0.280] g[5.001]
>50613, d1[0.421] d2[0.300] g[5.591]
>50614, d1[0.322] d2[0.289] g[4.608]
>50615, d1[0.209] d2[0.259] g[5.148]
>50616, d1[0.437] d2[0.413] g[3.208]
>50617, d1[0.124] d2[0.253] g[5.512]
>50618, d1[0.312] d2[0.501] g[2.607]
>50619, d1[0.328] d2[0.455] g[2.416]
>50620, d1[0.281] d2[0.379] g[4.882]
>50621, d1[0.493] d2[0.225] g[5.194]
>50622, d1[0.417] d2[0.258] g[3.704]
>50623, d1[0.198] d2[0.316] g[5.474]
>50624, d1[0.223] d2[0.383] g[7.241]
>50625, d1[0.434] d2[0.362] g[1.842]
>50626, d1[0.387] d2[0.310] g[4.478]
>50627, d1[0.390] d2[0.303] g[5.032]
>50628, d1[0.270] d2[0.395] g[3.891]
>50629, d1[0.382] d2[0.342] g[1.966]
>50630, d1[0.333] d2[0.301] g[4.989]
>50631, d1[0.496] d2[0.268] g[2.978]
>50632, d1[0.248] d2[0.425] g[4.351]
>50633, d1[0.304] d2[0.320] g[4.486]
>50634, d1[0.390] d2[0.342] g[2.390]
>50635, d1[0.225] d2[0.396] g[6.185]
>50636, d1[0.243] d2[0.345] g[5.082]
>50637, d1[0.338] d2[0.304] g[4.838]
>50638, d1[0.192] d2[0.473] g[5.047]
>50639, d1[0.385] d2[0.254] g[6.035]
>50640, d1[0.411] d2[0.312] g[4.714]
>50641, d1[0.410] d2[0.307] g[3.088]
>50642, d1[0.373] d2[0.340] g[2.811]
>50643, d1[0.313] d2[0.489] g[3.881]
>50644, d1[0.220] d2[0.346] g[4.612]
>50645, d1[0.286] d2[0.410] g[4.285]
>50646, d1[0.264] d2[0.238] g[3.889]
>50647, d1[0.252] d2[0.301] g[5.237]
>50648, d1[0.155] d2[0.381] g[5.535]
>50649, d1[0.453] d2[0.254] g[4.748]
>50650, d1[0.325] d2[0.358] g[6.599]
>50651, d1[0.454] d2[0.267] g[3.610]
>50652, d1[0.322] d2[0.319] g[4.993]
>50653, d1[0.300] d2[0.399] g[4.943]
>50654, d1[0.431] d2[0.291] g[3.929]
>50655, d1[0.383] d2[0.398] g[4.010]
>50656, d1[0.316] d2[0.333] g[4.540]
>50657, d1[0.253] d2[0.508] g[4.373]
>50658, d1[0.371] d2[0.352] g[1.503]
>50659, d1[0.369] d2[0.313] g[4.691]
>50660, d1[0.372] d2[0.355] g[1.923]
>50661, d1[0.449] d2[0.253] g[3.713]
>50662, d1[0.423] d2[0.299] g[3.853]
>50663, d1[0.276] d2[0.329] g[4.710]
>50664, d1[0.191] d2[0.427] g[5.444]
>50665, d1[0.304] d2[0.393] g[2.945]
>50666, d1[0.410] d2[0.272] g[4.585]
>50667, d1[0.420] d2[0.309] g[3.656]
>50668, d1[0.334] d2[0.430] g[1.354]
>50669, d1[0.244] d2[0.411] g[4.708]
>50670, d1[0.389] d2[0.267] g[5.452]
>50671, d1[0.396] d2[0.294] g[4.048]
>50672, d1[0.406] d2[0.300] g[5.245]
>50673, d1[0.317] d2[0.360] g[4.235]
>50674, d1[0.404] d2[0.361] g[2.387]
>50675, d1[0.249] d2[0.365] g[4.548]
>50676, d1[0.240] d2[0.484] g[3.597]
>50677, d1[0.332] d2[0.292] g[4.185]
>50678, d1[0.325] d2[0.359] g[4.157]
>50679, d1[0.272] d2[0.301] g[4.159]
>50680, d1[0.191] d2[0.412] g[4.867]
>50681, d1[0.372] d2[0.351] g[1.192]
>50682, d1[0.405] d2[0.276] g[4.821]
>50683, d1[0.251] d2[0.309] g[5.267]
>50684, d1[0.335] d2[0.298] g[4.571]
>50685, d1[0.273] d2[0.423] g[3.298]
>50686, d1[0.335] d2[0.345] g[4.351]
>50687, d1[0.416] d2[0.297] g[3.981]
>50688, d1[0.236] d2[0.380] g[4.522]
>50689, d1[0.275] d2[0.438] g[3.627]
>50690, d1[0.203] d2[0.306] g[5.640]
>50691, d1[0.503] d2[0.240] g[3.589]
>50692, d1[0.338] d2[0.372] g[3.504]
>50693, d1[0.346] d2[0.311] g[5.278]
>50694, d1[0.288] d2[0.290] g[4.798]
>50695, d1[0.463] d2[0.279] g[2.933]
>50696, d1[0.189] d2[0.445] g[5.108]
>50697, d1[0.272] d2[0.321] g[4.727]
>50698, d1[0.464] d2[0.254] g[4.206]
>50699, d1[0.399] d2[0.362] g[3.754]
>50700, d1[0.203] d2[0.319] g[4.279]
>50701, d1[0.406] d2[0.433] g[2.282]
>50702, d1[0.446] d2[0.299] g[3.450]
>50703, d1[0.380] d2[0.304] g[4.202]
>50704, d1[0.197] d2[0.400] g[4.978]
>50705, d1[0.439] d2[0.290] g[2.335]
>50706, d1[0.433] d2[0.316] g[2.368]
>50707, d1[0.438] d2[0.281] g[4.550]
>50708, d1[0.285] d2[0.378] g[4.608]
>50709, d1[0.293] d2[0.376] g[5.254]
>50710, d1[0.138] d2[0.275] g[6.048]
>50711, d1[0.437] d2[0.260] g[5.195]
>50712, d1[0.466] d2[0.276] g[2.513]
>50713, d1[0.379] d2[0.381] g[2.566]
>50714, d1[0.276] d2[0.414] g[4.506]
>50715, d1[0.312] d2[0.327] g[4.460]
>50716, d1[0.263] d2[0.312] g[6.397]
>50717, d1[0.287] d2[0.308] g[4.167]
>50718, d1[0.456] d2[0.279] g[3.117]
>50719, d1[0.339] d2[0.407] g[1.790]
>50720, d1[0.167] d2[0.357] g[5.616]
>50721, d1[0.364] d2[0.474] g[2.366]
>50722, d1[0.295] d2[0.384] g[4.209]
>50723, d1[0.291] d2[0.420] g[3.191]
>50724, d1[0.319] d2[0.389] g[4.722]
>50725, d1[0.383] d2[0.295] g[4.593]
>50726, d1[0.321] d2[0.312] g[5.158]
>50727, d1[0.250] d2[0.461] g[4.704]
>50728, d1[0.273] d2[0.306] g[4.807]
>50729, d1[0.362] d2[0.276] g[4.092]
>50730, d1[0.324] d2[0.317] g[3.816]
>50731, d1[0.370] d2[0.402] g[3.451]
>50732, d1[0.249] d2[0.511] g[4.763]
>50733, d1[0.375] d2[0.347] g[1.447]
>50734, d1[0.404] d2[0.282] g[5.026]
>50735, d1[0.448] d2[0.311] g[3.908]
>50736, d1[0.263] d2[0.354] g[4.948]
>50737, d1[0.448] d2[0.289] g[3.135]
>50738, d1[0.366] d2[0.323] g[3.856]
>50739, d1[0.294] d2[0.318] g[5.060]
>50740, d1[0.343] d2[0.346] g[3.864]
>50741, d1[0.342] d2[0.386] g[1.546]
>50742, d1[0.200] d2[0.392] g[4.668]
>50743, d1[0.391] d2[0.323] g[4.164]
>50744, d1[0.456] d2[0.270] g[4.281]
>50745, d1[0.195] d2[0.378] g[4.978]
>50746, d1[0.466] d2[0.254] g[3.464]
>50747, d1[0.459] d2[0.294] g[2.957]
>50748, d1[0.306] d2[0.311] g[4.604]
>50749, d1[0.398] d2[0.301] g[3.381]
>50750, d1[0.316] d2[0.440] g[3.638]
>50751, d1[0.303] d2[0.267] g[3.876]
>50752, d1[0.221] d2[0.431] g[4.979]
>50753, d1[0.331] d2[0.399] g[1.268]
>50754, d1[0.259] d2[0.351] g[4.785]
>50755, d1[0.328] d2[0.386] g[4.320]
>50756, d1[0.182] d2[0.319] g[5.605]
>50757, d1[0.314] d2[0.409] g[2.192]
>50758, d1[0.486] d2[0.275] g[3.635]
>50759, d1[0.466] d2[0.252] g[4.093]
>50760, d1[0.427] d2[0.275] g[3.998]
>50761, d1[0.370] d2[0.311] g[3.366]
>50762, d1[0.394] d2[0.309] g[2.731]
>50763, d1[0.332] d2[0.352] g[3.747]
>50764, d1[0.269] d2[0.354] g[4.183]
>50765, d1[0.246] d2[0.349] g[4.710]
>50766, d1[0.196] d2[0.408] g[4.247]
>50767, d1[0.218] d2[0.241] g[4.911]
>50768, d1[0.370] d2[0.345] g[4.488]
>50769, d1[0.439] d2[0.329] g[2.745]
>50770, d1[0.302] d2[0.283] g[5.236]
>50771, d1[0.340] d2[0.433] g[1.217]
>50772, d1[0.324] d2[0.406] g[1.861]
>50773, d1[0.327] d2[0.293] g[3.759]
>50774, d1[0.170] d2[0.583] g[5.110]
>50775, d1[0.226] d2[0.280] g[4.377]
>50776, d1[0.143] d2[0.240] g[5.454]
>50777, d1[0.423] d2[0.307] g[4.523]
>50778, d1[0.327] d2[0.495] g[3.649]
>50779, d1[0.242] d2[0.353] g[4.899]
>50780, d1[0.430] d2[0.311] g[3.625]
>50781, d1[0.341] d2[0.316] g[3.311]
>50782, d1[0.306] d2[0.306] g[4.287]
>50783, d1[0.241] d2[0.329] g[3.954]
>50784, d1[0.375] d2[0.358] g[3.358]
>50785, d1[0.182] d2[0.536] g[5.748]
>50786, d1[0.390] d2[0.310] g[4.501]
>50787, d1[0.416] d2[0.249] g[3.912]
>50788, d1[0.403] d2[0.355] g[3.646]
>50789, d1[0.460] d2[0.280] g[2.855]
>50790, d1[0.221] d2[0.494] g[4.846]
>50791, d1[0.398] d2[0.358] g[3.844]
>50792, d1[0.401] d2[0.308] g[3.391]
>50793, d1[0.489] d2[0.265] g[2.394]
>50794, d1[0.340] d2[0.304] g[4.221]
>50795, d1[0.228] d2[0.327] g[5.499]
>50796, d1[0.253] d2[0.309] g[4.637]
>50797, d1[0.348] d2[0.334] g[3.281]
>50798, d1[0.209] d2[0.281] g[5.036]
>50799, d1[0.362] d2[0.413] g[4.167]
>50800, d1[0.319] d2[0.286] g[3.960]
>50801, d1[0.235] d2[0.391] g[4.860]
>50802, d1[0.238] d2[0.474] g[2.465]
>50803, d1[0.373] d2[0.352] g[1.014]
>50804, d1[0.373] d2[0.359] g[5.126]
>50805, d1[0.276] d2[0.367] g[5.083]
>50806, d1[0.392] d2[0.296] g[5.349]
>50807, d1[0.285] d2[0.391] g[6.875]
>50808, d1[0.362] d2[0.308] g[4.216]
>50809, d1[0.211] d2[0.333] g[5.053]
>50810, d1[0.249] d2[0.343] g[5.103]
>50811, d1[0.335] d2[0.444] g[4.585]
>50812, d1[0.331] d2[0.419] g[2.830]
>50813, d1[0.438] d2[0.382] g[2.012]
>50814, d1[0.461] d2[0.258] g[4.627]
>50815, d1[0.442] d2[0.298] g[3.878]
>50816, d1[0.486] d2[0.271] g[3.292]
>50817, d1[0.366] d2[0.341] g[3.970]
>50818, d1[0.431] d2[0.304] g[3.229]
>50819, d1[0.413] d2[0.321] g[3.697]
>50820, d1[0.335] d2[0.315] g[3.630]
>50821, d1[0.238] d2[0.363] g[4.466]
>50822, d1[0.284] d2[0.309] g[4.610]
>50823, d1[0.177] d2[0.317] g[4.863]
>50824, d1[0.311] d2[0.340] g[4.520]
>50825, d1[0.486] d2[0.268] g[3.437]
>50826, d1[0.431] d2[0.286] g[3.798]
>50827, d1[0.355] d2[0.374] g[1.695]
>50828, d1[0.365] d2[0.365] g[2.434]
>50829, d1[0.275] d2[0.277] g[5.599]
>50830, d1[0.315] d2[0.421] g[3.321]
>50831, d1[0.337] d2[0.387] g[1.687]
>50832, d1[0.363] d2[0.460] g[2.253]
>50833, d1[0.220] d2[0.364] g[5.394]
>50834, d1[0.374] d2[0.301] g[4.038]
>50835, d1[0.354] d2[0.375] g[2.004]
>50836, d1[0.178] d2[0.238] g[4.954]
>50837, d1[0.384] d2[0.308] g[3.533]
>50838, d1[0.331] d2[0.366] g[4.081]
>50839, d1[0.225] d2[0.347] g[4.819]
>50840, d1[0.234] d2[0.337] g[5.064]
>50841, d1[0.234] d2[0.246] g[5.465]
>50842, d1[0.279] d2[0.413] g[4.502]
>50843, d1[0.155] d2[0.258] g[5.114]
>50844, d1[0.339] d2[0.303] g[4.962]
>50845, d1[0.167] d2[0.335] g[3.845]
>50846, d1[0.361] d2[0.310] g[4.058]
>50847, d1[0.450] d2[0.294] g[3.751]
>50848, d1[0.321] d2[0.561] g[4.126]
>50849, d1[0.252] d2[0.490] g[5.576]
>50850, d1[0.456] d2[0.259] g[4.236]
>50851, d1[0.401] d2[0.336] g[1.548]
>50852, d1[0.362] d2[0.331] g[4.162]
>50853, d1[0.474] d2[0.277] g[3.143]
>50854, d1[0.317] d2[0.396] g[4.850]
>50855, d1[0.275] d2[0.311] g[4.494]
>50856, d1[0.358] d2[0.320] g[3.935]
>50857, d1[0.263] d2[0.295] g[5.897]
>50858, d1[0.292] d2[0.352] g[5.018]
>50859, d1[0.360] d2[0.369] g[1.465]
>50860, d1[0.380] d2[0.261] g[5.941]
>50861, d1[0.188] d2[0.374] g[5.964]
>50862, d1[0.376] d2[0.313] g[4.245]
>50863, d1[0.233] d2[0.275] g[5.091]
>50864, d1[0.294] d2[0.502] g[4.401]
>50865, d1[0.281] d2[0.398] g[3.899]
>50866, d1[0.426] d2[0.278] g[5.234]
>50867, d1[0.294] d2[0.508] g[2.528]
>50868, d1[0.151] d2[0.265] g[5.524]
>50869, d1[0.522] d2[0.237] g[4.089]
>50870, d1[0.394] d2[0.322] g[5.009]
>50871, d1[0.376] d2[0.328] g[3.575]
>50872, d1[0.300] d2[0.431] g[4.096]
>50873, d1[0.198] d2[0.285] g[5.794]
>50874, d1[0.374] d2[0.312] g[4.055]
>50875, d1[0.266] d2[0.244] g[4.450]
>50876, d1[0.356] d2[0.453] g[2.674]
>50877, d1[0.351] d2[0.453] g[2.279]
>50878, d1[0.219] d2[0.306] g[4.786]
>50879, d1[0.255] d2[0.536] g[4.083]
>50880, d1[0.220] d2[0.452] g[7.310]
>50881, d1[0.349] d2[0.237] g[4.439]
>50882, d1[0.442] d2[0.352] g[2.243]
>50883, d1[0.464] d2[0.302] g[3.052]
>50884, d1[0.279] d2[0.285] g[5.434]
>50885, d1[0.253] d2[0.472] g[4.294]
>50886, d1[0.399] d2[0.265] g[4.424]
>50887, d1[0.382] d2[0.397] g[1.741]
>50888, d1[0.251] d2[0.394] g[4.551]
>50889, d1[0.177] d2[0.301] g[5.992]
>50890, d1[0.418] d2[0.267] g[5.431]
>50891, d1[0.458] d2[0.306] g[2.686]
>50892, d1[0.342] d2[0.335] g[4.503]
>50893, d1[0.343] d2[0.346] g[5.351]
>50894, d1[0.194] d2[0.260] g[4.921]
>50895, d1[0.234] d2[0.320] g[5.328]
>50896, d1[0.527] d2[0.226] g[3.598]
>50897, d1[0.237] d2[0.315] g[6.279]
>50898, d1[0.302] d2[0.385] g[2.627]
>50899, d1[0.247] d2[0.314] g[4.644]
>50900, d1[0.345] d2[0.385] g[2.608]
>50901, d1[0.226] d2[0.396] g[5.078]
>50902, d1[0.312] d2[0.269] g[5.076]
>50903, d1[0.150] d2[0.263] g[5.410]
>50904, d1[0.239] d2[0.328] g[4.629]
>50905, d1[0.164] d2[0.305] g[5.702]
>50906, d1[0.380] d2[0.359] g[4.495]
>50907, d1[0.453] d2[0.250] g[3.780]
>50908, d1[0.372] d2[0.382] g[4.459]
>50909, d1[0.427] d2[0.339] g[3.213]
>50910, d1[0.272] d2[0.317] g[4.906]
>50911, d1[0.423] d2[0.309] g[3.952]
>50912, d1[0.274] d2[0.354] g[4.458]
>50913, d1[0.201] d2[0.428] g[5.128]
>50914, d1[0.220] d2[0.362] g[4.790]
>50915, d1[0.437] d2[0.264] g[4.667]
>50916, d1[0.395] d2[0.253] g[4.365]
>50917, d1[0.336] d2[0.311] g[3.993]
